org_id remap_id gender
U_2936793 12724 0
U_2937043 12725 0
U_2937280 12726 2
U_2937283 12727 0
U_2937295 12728 2
U_2937715 12729 0
U_2938767 12730 1
U_2938884 12731 2
U_2939018 12732 1
U_2939545 12733 2
U_2940244 12734 1
U_2940936 12735 0
U_2941092 12736 1
U_2941385 12737 0
U_2941702 12738 1
U_2941893 12739 2
U_2942163 12740 0
U_2942327 12741 0
U_2942514 12742 2
U_2942612 12743 1
U_2942696 12744 0
U_2942747 12745 0
U_2943646 12746 1
U_2943683 12747 0
U_2943836 12748 0
U_2943863 12749 0
U_2944606 12750 2
U_2944668 12751 1
U_2944719 12752 1
U_2945252 12753 1
U_2946052 12754 1
U_2946227 12755 0
U_2946569 12756 1
U_2946787 12757 0
U_2947180 12758 0
U_2947370 12759 1
U_2948023 12760 0
U_2948144 12761 0
U_2948543 12762 0
U_2949222 12763 2
U_2949648 12764 0
U_2950098 12765 2
U_2950663 12766 0
U_2950752 12767 0
U_2950797 12768 2
U_2951315 12769 1
U_2951477 12770 2
U_2953068 12771 0
U_2958241 12772 0
U_2958313 12773 0
U_2959112 12774 2
U_2959246 12775 2
U_2959259 12776 2
U_2959321 12777 2
U_2959447 12778 0
U_2959758 12779 0
U_2960191 12780 0
U_2960300 12781 0
U_2961066 12782 0
U_2961509 12783 2
U_2961987 12784 1
U_2962029 12785 0
U_2962061 12786 2
U_2962069 12787 1
U_2962155 12788 0
U_2962694 12789 0
U_2963364 12790 0
U_2963768 12791 0
U_2963856 12792 2
U_2964131 12793 2
U_2964139 12794 0
U_2965357 12795 0
U_2965365 12796 0
U_2965749 12797 0
U_2965954 12798 2
U_2965963 12799 1
U_2966342 12800 0
U_2966751 12801 1
U_2966768 12802 0
U_2967005 12803 0
U_2967304 12804 1
U_2967338 12805 0
U_2967550 12806 2
U_2967551 12807 0
U_2967616 12808 1
U_2967677 12809 1
U_2967940 12810 0
U_2968147 12811 0
U_2969072 12812 0
U_2969604 12813 2
U_2969686 12814 2
U_2969912 12815 0
U_2969969 12816 0
U_2970577 12817 1
U_2970595 12818 1
U_2970788 12819 0
U_2971092 12820 0
U_2971502 12821 0
U_2972592 12822 0
U_2973428 12823 2
U_2985592 12824 0
U_2995302 12825 0
U_2995713 12826 1
U_2995949 12827 1
U_2996155 12828 0
U_2996453 12829 2
U_2996685 12830 1
U_2996712 12831 1
U_2996781 12832 2
U_2996820 12833 2
U_2997122 12834 0
U_2997123 12835 2
U_2997126 12836 1
U_2997143 12837 0
U_2997287 12838 0
U_2997353 12839 0
U_2997465 12840 0
U_2997527 12841 1
U_2997666 12842 1
U_2997769 12843 0
U_2998125 12844 0
U_2998315 12845 0
U_2999241 12846 1
U_2999408 12847 1
U_2999943 12848 0
U_3000311 12849 0
U_3001048 12850 2
U_3001204 12851 0
U_3001206 12852 2
U_3001440 12853 2
U_3001535 12854 1
U_3001985 12855 0
U_3002313 12856 2
U_3002318 12857 1
U_3002372 12858 0
U_3002377 12859 0
U_3002386 12860 0
U_3002399 12861 0
U_3002873 12862 0
U_3002885 12863 0
U_3002958 12864 0
U_3003013 12865 1
U_3004120 12866 0
U_3004392 12867 1
U_3004404 12868 0
U_3004614 12869 0
U_3005181 12870 1
U_3005294 12871 2
U_3005341 12872 0
U_3005437 12873 0
U_3006073 12874 1
U_3006084 12875 0
U_3006091 12876 0
U_3006218 12877 2
U_3007255 12878 1
U_3007756 12879 2
U_3007973 12880 1
U_3008152 12881 1
U_3008266 12882 2
U_3008519 12883 1
U_3008525 12884 0
U_3008527 12885 0
U_3008534 12886 1
U_3008569 12887 2
U_3008630 12888 0
U_3008739 12889 1
U_3009115 12890 2
U_3009139 12891 0
U_3009201 12892 2
U_3009306 12893 2
U_3009600 12894 0
U_3010182 12895 0
U_3010353 12896 1
U_3010851 12897 0
U_3011366 12898 0
U_3011884 12899 1
U_3012680 12900 1
U_3013276 12901 2
U_3013406 12902 0
U_3014222 12903 0
U_3014839 12904 2
U_3014853 12905 1
U_3014861 12906 0
U_3015141 12907 2
U_3015159 12908 1
U_3015239 12909 0
U_3015350 12910 0
U_3015501 12911 0
U_3017877 12912 0
U_3018534 12913 0
U_3018639 12914 0
U_3018747 12915 0
U_3019001 12916 0
U_3019879 12917 0
U_3019989 12918 0
U_3020051 12919 0
U_3020118 12920 1
U_3020169 12921 2
U_3020784 12922 0
U_3022111 12923 2
U_3022315 12924 0
U_3022727 12925 1
U_3023846 12926 1
U_3023867 12927 0
U_3023890 12928 0
U_3024109 12929 2
U_3024462 12930 0
U_3024760 12931 2
U_3025166 12932 2
U_3025594 12933 0
U_3025596 12934 0
U_3026816 12935 0
U_3026912 12936 0
U_3027125 12937 0
U_3027150 12938 0
U_3027650 12939 1
U_3028039 12940 0
U_3029305 12941 1
U_3029350 12942 0
U_3029459 12943 0
U_3029496 12944 2
U_3029502 12945 1
U_3029888 12946 1
U_3030719 12947 0
U_3031116 12948 2
U_3031117 12949 0
U_3031432 12950 1
U_3031493 12951 1
U_3032020 12952 2
U_3032537 12953 0
U_3032543 12954 0
U_3032682 12955 0
U_3033440 12956 0
U_3033720 12957 1
U_3034508 12958 0
U_3034670 12959 0
U_3034734 12960 1
U_3034812 12961 1
U_3035173 12962 0
U_3035883 12963 0
U_3035945 12964 1
U_3036193 12965 2
U_3036208 12966 0
U_3036570 12967 0
U_3036679 12968 1
U_3036991 12969 1
U_3037254 12970 1
U_3037534 12971 0
U_3038142 12972 0
U_3038297 12973 0
U_3038436 12974 2
U_3038683 12975 2
U_3039422 12976 0
U_3039523 12977 0
U_3039769 12978 0
U_3040038 12979 2
U_3040822 12980 0
U_3041266 12981 1
U_3041406 12982 1
U_3042967 12983 2
U_3043181 12984 2
U_3043196 12985 2
U_3043227 12986 1
U_3044377 12987 2
U_3044555 12988 0
U_3044601 12989 0
U_3044659 12990 0
U_3046331 12991 0
U_3046875 12992 2
U_3047167 12993 1
U_3047214 12994 2
U_3047306 12995 2
U_3047321 12996 2
U_3047519 12997 0
U_3047671 12998 0
U_3047758 12999 0
U_3047934 13000 0
U_3050433 13001 0
U_3051823 13002 1
U_3051825 13003 0
U_3052974 13004 0
U_3054313 13005 0
U_3054331 13006 2
U_3055376 13007 0
U_3056279 13008 0
U_3056683 13009 2
U_3056798 13010 0
U_3058344 13011 0
U_3058364 13012 2
U_3058584 13013 2
U_3058868 13014 1
U_3060080 13015 0
U_3060171 13016 1
U_3061622 13017 2
U_3061826 13018 0
U_3061961 13019 2
U_3062061 13020 0
U_3062128 13021 2
U_3062204 13022 0
U_3062249 13023 1
U_3062266 13024 1
U_3062268 13025 0
U_3062674 13026 0
U_3063349 13027 1
U_3063362 13028 0
U_3063363 13029 1
U_3063388 13030 0
U_3063433 13031 1
U_3063450 13032 2
U_3063709 13033 0
U_3064280 13034 2
U_3064326 13035 0
U_3064371 13036 1
U_3064393 13037 2
U_3064528 13038 0
U_3064533 13039 0
U_3064967 13040 2
U_3065033 13041 2
U_3065172 13042 1
U_3065284 13043 1
U_3065393 13044 2
U_3065688 13045 0
U_3065703 13046 1
U_3065711 13047 0
U_3065733 13048 0
U_3065848 13049 2
U_3066543 13050 1
U_3066669 13051 2
U_3067045 13052 0
U_3067812 13053 1
U_3068593 13054 0
U_3068990 13055 1
U_3069143 13056 1
U_3069296 13057 0
U_3069343 13058 0
U_3069361 13059 0
U_3069659 13060 1
U_3070167 13061 1
U_3070186 13062 2
U_3070321 13063 2
U_3070787 13064 0
U_3070932 13065 2
U_3072263 13066 0
U_3072524 13067 1
U_3072548 13068 0
U_3072591 13069 0
U_3072754 13070 1
U_3072757 13071 0
U_3072888 13072 0
U_3073129 13073 0
U_3073274 13074 2
U_3073325 13075 2
U_3073478 13076 0
U_3074595 13077 2
U_3074917 13078 2
U_3076052 13079 0
U_3076240 13080 1
U_3076606 13081 2
U_3076696 13082 0
U_3076734 13083 0
U_3076967 13084 2
U_3077429 13085 0
U_3077463 13086 1
U_3078407 13087 2
U_3079164 13088 2
U_3079655 13089 1
U_3079662 13090 0
U_3079675 13091 1
U_3081767 13092 0
U_3082021 13093 2
U_3082584 13094 0
U_3083140 13095 0
U_3083561 13096 0
U_3084382 13097 2
U_3084814 13098 1
U_3085008 13099 2
U_3085594 13100 1
U_3085749 13101 1
U_3085923 13102 0
U_3086658 13103 1
U_3087742 13104 2
U_3087967 13105 2
U_3088027 13106 0
U_3088104 13107 1
U_3089058 13108 0
U_3089216 13109 0
U_3089638 13110 1
U_3089665 13111 0
U_3089803 13112 0
U_3090137 13113 2
U_3090445 13114 0
U_3091277 13115 0
U_3091557 13116 2
U_3091812 13117 2
U_3091816 13118 2
U_3091883 13119 0
U_3091900 13120 0
U_3092022 13121 2
U_3092559 13122 0
U_3092658 13123 2
U_3092888 13124 0
U_3093013 13125 1
U_3093115 13126 1
U_3093150 13127 0
U_3093460 13128 0
U_3093490 13129 0
U_3093542 13130 0
U_3093675 13131 1
U_3093937 13132 0
U_3094475 13133 1
U_3094964 13134 2
U_3094968 13135 0
U_3094969 13136 0
U_3094972 13137 2
U_3095178 13138 0
U_3095420 13139 0
U_3095709 13140 0
U_3096166 13141 2
U_3096288 13142 1
U_3096429 13143 0
U_3096931 13144 1
U_3096942 13145 0
U_3096969 13146 1
U_3097082 13147 2
U_3097135 13148 0
U_3097235 13149 2
U_3097260 13150 2
U_3098072 13151 0
U_3098119 13152 0
U_3098456 13153 1
U_3098788 13154 0
U_3098829 13155 0
U_3098849 13156 2
U_3098882 13157 2
U_3098988 13158 0
U_3099294 13159 1
U_3099364 13160 1
U_3099388 13161 2
U_3099835 13162 2
U_3099953 13163 2
U_3100103 13164 2
U_3100210 13165 0
U_3100760 13166 1
U_3101457 13167 0
U_3102364 13168 0
U_3102556 13169 2
U_3102695 13170 2
U_3102941 13171 0
U_3103510 13172 0
U_3103836 13173 1
U_3103914 13174 0
U_3104034 13175 0
U_3104543 13176 0
U_3104546 13177 2
U_3104550 13178 2
U_3104587 13179 0
U_3105304 13180 1
U_3105321 13181 2
U_3105343 13182 0
U_3105513 13183 1
U_3106031 13184 0
U_3106270 13185 2
U_3106584 13186 0
U_3106712 13187 0
U_3106866 13188 0
U_3106891 13189 0
U_3107053 13190 2
U_3107092 13191 0
U_3107212 13192 1
U_3107443 13193 0
U_3107454 13194 0
U_3108261 13195 2
U_3108335 13196 1
U_3108407 13197 1
U_3108638 13198 1
U_3108710 13199 1
U_3108791 13200 2
U_3108885 13201 0
U_3109159 13202 0
U_3109468 13203 0
U_3110030 13204 0
U_3110287 13205 0
U_3110441 13206 1
U_3111048 13207 0
U_3111395 13208 1
U_3111457 13209 0
U_3111463 13210 0
U_3111627 13211 2
U_3111825 13212 0
U_3111879 13213 0
U_3112908 13214 0
U_3113185 13215 1
U_3113301 13216 0
U_3113651 13217 1
U_3113727 13218 0
U_3113749 13219 0
U_3113989 13220 2
U_3114252 13221 0
U_3114309 13222 1
U_3114457 13223 0
U_3114979 13224 0
U_3115136 13225 0
U_3115447 13226 2
U_3115761 13227 0
U_3116045 13228 1
U_3116110 13229 2
U_3116226 13230 0
U_3116310 13231 0
U_3117691 13232 1
U_3117866 13233 2
U_3117987 13234 0
U_3118540 13235 2
U_3118548 13236 1
U_3118755 13237 0
U_3118852 13238 2
U_3119266 13239 0
U_3119288 13240 0
U_3119427 13241 0
U_3119468 13242 0
U_3119496 13243 0
U_3119922 13244 0
U_3119980 13245 1
U_3120351 13246 0
U_3120694 13247 0
U_3120698 13248 0
U_3120985 13249 0
U_3121012 13250 0
U_3121634 13251 2
U_3123123 13252 2
U_3123182 13253 0
U_3123605 13254 0
U_3123710 13255 0
U_3124157 13256 0
U_3124479 13257 1
U_3125047 13258 0
U_3125050 13259 1
U_3125385 13260 0
U_3125907 13261 0
U_3126049 13262 0
U_3126288 13263 1
U_3127948 13264 2
U_3128599 13265 0
U_3129293 13266 1
U_3130174 13267 0
U_3130806 13268 0
U_3131097 13269 0
U_3131502 13270 2
U_3131575 13271 1
U_3132472 13272 1
U_3132581 13273 0
U_3132643 13274 1
U_3132831 13275 0
U_3134189 13276 1
U_3134670 13277 1
U_3134770 13278 1
U_3134825 13279 0
U_3135822 13280 2
U_3135982 13281 0
U_3137187 13282 2
U_3137257 13283 0
U_3138118 13284 0
U_3138340 13285 0
U_3138539 13286 0
U_3138563 13287 0
U_3138578 13288 2
U_3138646 13289 0
U_3147725 13290 1
U_3149158 13291 0
U_3150029 13292 2
U_3154954 13293 1
U_3164052 13294 2
U_3164314 13295 0
U_3164323 13296 0
U_3164715 13297 0
U_3164725 13298 1
U_3164856 13299 0
U_3164912 13300 0
U_3176934 13301 1
U_3180158 13302 2
U_3181583 13303 0
U_3183091 13304 0
U_3184293 13305 0
U_3197996 13306 2
U_3200373 13307 0
U_3201305 13308 1
U_3202161 13309 0
U_3202524 13310 2
U_3202632 13311 0
U_3202650 13312 0
U_3203014 13313 2
U_3203018 13314 0
U_3203280 13315 2
U_3203886 13316 1
U_3203900 13317 0
U_3204793 13318 0
U_3204810 13319 2
U_3204869 13320 0
U_3205833 13321 1
U_3206113 13322 0
U_3206183 13323 0
U_3206249 13324 1
U_3207161 13325 0
U_3207799 13326 2
U_3209562 13327 0
U_3209675 13328 0
U_3210750 13329 0
U_3211534 13330 2
U_3213166 13331 0
U_3213369 13332 1
U_3213388 13333 2
U_3213619 13334 0
U_3214325 13335 0
U_3215414 13336 2
U_3215809 13337 0
U_3215865 13338 0
U_3215894 13339 1
U_3215976 13340 0
U_3216174 13341 0
U_3216447 13342 1
U_3216959 13343 2
U_3217032 13344 1
U_3217209 13345 0
U_3217392 13346 0
U_3217700 13347 2
U_3217820 13348 0
U_3218120 13349 0
U_3218187 13350 2
U_3218247 13351 0
U_3218676 13352 1
U_3219022 13353 2
U_3219076 13354 0
U_3219668 13355 1
U_3220170 13356 1
U_3220750 13357 1
U_3223497 13358 1
U_3224756 13359 0
U_3225316 13360 0
U_3225710 13361 0
U_3225716 13362 0
U_3225750 13363 1
U_3225811 13364 1
U_3226317 13365 0
U_3244431 13366 0
U_3244473 13367 1
U_3245981 13368 0
U_3246013 13369 0
U_3246022 13370 0
U_3246645 13371 1
U_3246752 13372 0
U_3246843 13373 1
U_3246985 13374 0
U_3247410 13375 1
U_3248103 13376 0
U_3249527 13377 0
U_3249675 13378 0
U_3250319 13379 0
U_3250572 13380 0
U_3250773 13381 2
U_3251270 13382 0
U_3251325 13383 0
U_3251652 13384 2
U_3251880 13385 0
U_3252305 13386 1
U_3252591 13387 2
U_3252891 13388 2
U_3253162 13389 0
U_3253239 13390 2
U_3254104 13391 1
U_3254445 13392 1
U_3254989 13393 0
U_3255455 13394 0
U_3255671 13395 1
U_3256134 13396 2
U_3256875 13397 0
U_3256951 13398 0
U_3257037 13399 1
U_3257067 13400 0
U_3257075 13401 0
U_3257130 13402 2
U_3257576 13403 0
U_3257989 13404 0
U_3258288 13405 0
U_3258559 13406 2
U_3258562 13407 2
U_3259985 13408 0
U_3260114 13409 0
U_3261027 13410 1
U_3261370 13411 0
U_3261825 13412 0
U_3262201 13413 0
U_3262264 13414 1
U_3262291 13415 2
U_3262557 13416 2
U_3262561 13417 0
U_3262766 13418 0
U_3263184 13419 2
U_3264061 13420 1
U_3264137 13421 1
U_3264557 13422 0
U_3264701 13423 1
U_3264951 13424 1
U_3266473 13425 0
U_3266792 13426 0
U_3266925 13427 2
U_3267579 13428 0
U_3267765 13429 1
U_3268053 13430 0
U_3268151 13431 2
U_3268738 13432 0
U_3269017 13433 0
U_3269876 13434 0
U_3269894 13435 1
U_3269909 13436 2
U_3270557 13437 1
U_3271251 13438 0
U_3271464 13439 2
U_3271831 13440 1
U_3271861 13441 1
U_3271871 13442 1
U_3271884 13443 1
U_3272246 13444 0
U_3272261 13445 0
U_3272412 13446 2
U_3272609 13447 2
U_3272816 13448 1
U_3273387 13449 0
U_3273416 13450 0
U_3274507 13451 0
U_3274775 13452 2
U_3275144 13453 0
U_3275200 13454 2
U_3275767 13455 1
U_3276469 13456 0
U_3276688 13457 1
U_3277336 13458 0
U_3277367 13459 1
U_3277846 13460 2
U_3277898 13461 2
U_3277947 13462 0
U_3278295 13463 0
U_3278327 13464 0
U_3279537 13465 2
U_3279588 13466 0
U_3280126 13467 0
U_3280285 13468 0
U_3280787 13469 0
U_3280920 13470 2
U_3281736 13471 2
U_3281745 13472 0
U_3282220 13473 0
U_3282223 13474 2
U_3282254 13475 2
U_3282299 13476 2
U_3282401 13477 1
U_3283137 13478 0
U_3283213 13479 2
U_3283559 13480 1
U_3283633 13481 2
U_3285893 13482 1
U_3286043 13483 0
U_3286077 13484 1
U_3286159 13485 0
U_3286604 13486 0
U_3286658 13487 0
U_3286822 13488 0
U_3288120 13489 2
U_3288705 13490 1
U_3289037 13491 0
U_3289387 13492 0
U_3289741 13493 2
U_3289763 13494 2
U_3289963 13495 0
U_3290135 13496 1
U_3290292 13497 0
U_3290395 13498 2
U_3290407 13499 2
U_3290516 13500 2
U_3290660 13501 1
U_3290752 13502 0
U_3291182 13503 2
U_3291629 13504 0
U_3291976 13505 0
U_3292243 13506 2
U_3292783 13507 1
U_3292844 13508 2
U_3292886 13509 1
U_3292897 13510 2
U_3292906 13511 1
U_3292943 13512 0
U_3293110 13513 0
U_3293247 13514 2
U_3293375 13515 2
U_3293426 13516 1
U_3293436 13517 2
U_3294333 13518 1
U_3294407 13519 0
U_3294474 13520 0
U_3294721 13521 0
U_3294914 13522 0
U_3295638 13523 1
U_3295777 13524 0
U_3295911 13525 0
U_3296715 13526 1
U_3296847 13527 2
U_3297019 13528 0
U_3297347 13529 1
U_3297502 13530 1
U_3297690 13531 0
U_3298025 13532 0
U_3298163 13533 2
U_3298177 13534 0
U_3298187 13535 2
U_3298224 13536 1
U_3298643 13537 0
U_3299013 13538 1
U_3299251 13539 0
U_3300025 13540 0
U_3301114 13541 0
U_3301246 13542 0
U_3301798 13543 2
U_3301871 13544 1
U_3301940 13545 0
U_3302350 13546 1
U_3303030 13547 0
U_3303546 13548 0
U_3303694 13549 0
U_3303737 13550 2
U_3304750 13551 2
U_3304756 13552 0
U_3304954 13553 1
U_3305551 13554 0
U_3306439 13555 0
U_3307020 13556 0
U_3307316 13557 2
U_3307395 13558 0
U_3307639 13559 1
U_3307894 13560 2
U_3307928 13561 0
U_3308917 13562 0
U_3309298 13563 0
U_3310060 13564 0
U_3311143 13565 2
U_3312739 13566 0
U_3312839 13567 2
U_3313557 13568 1
U_3313844 13569 0
U_3314118 13570 2
U_3314294 13571 1
U_3314666 13572 0
U_3315031 13573 0
U_3315315 13574 1
U_3315541 13575 2
U_3315767 13576 1
U_3315794 13577 2
U_3315833 13578 2
U_3316051 13579 0
U_3316125 13580 0
U_3316156 13581 2
U_3316254 13582 2
U_3316568 13583 1
U_3316660 13584 1
U_3316679 13585 0
U_3316906 13586 0
U_3318341 13587 1
U_3318444 13588 1
U_3318554 13589 2
U_3318689 13590 0
U_3319514 13591 0
U_3319576 13592 0
U_3320377 13593 2
U_3320756 13594 0
U_3321961 13595 2
U_3322396 13596 0
U_3322502 13597 1
U_3322856 13598 0
U_3323248 13599 1
U_3323768 13600 0
U_3324342 13601 0
U_3325164 13602 1
U_3325285 13603 0
U_3325796 13604 0
U_3326006 13605 0
U_3326737 13606 2
U_3326926 13607 0
U_3327110 13608 2
U_3327227 13609 0
U_3327327 13610 0
U_3328012 13611 0
U_3328015 13612 0
U_3328130 13613 1
U_3328353 13614 0
U_3328655 13615 1
U_3328812 13616 1
U_3328976 13617 1
U_3329082 13618 1
U_3329136 13619 0
U_3329790 13620 1
U_3330118 13621 1
U_3332056 13622 0
U_3332302 13623 2
U_3332488 13624 0
U_3332676 13625 0
U_3332924 13626 1
U_3333407 13627 1
U_3333686 13628 0
U_3333798 13629 1
U_3333800 13630 0
U_3333801 13631 2
U_3334158 13632 2
U_3334183 13633 0
U_3334333 13634 1
U_3334411 13635 0
U_3334598 13636 0
U_3334654 13637 2
U_3334973 13638 0
U_3335422 13639 0
U_3335693 13640 0
U_3335979 13641 1
U_3336449 13642 2
U_3337146 13643 0
U_3337188 13644 0
U_3338324 13645 2
U_3338845 13646 0
U_3338928 13647 0
U_3339318 13648 2
U_3339469 13649 2
U_3339591 13650 2
U_3340703 13651 1
U_3340723 13652 2
U_3341155 13653 0
U_3341296 13654 0
U_3341403 13655 2
U_3341520 13656 1
U_3341797 13657 1
U_3341815 13658 2
U_3341819 13659 2
U_3341821 13660 0
U_3341951 13661 2
U_3342051 13662 1
U_3343131 13663 2
U_3343202 13664 0
U_3343538 13665 0
U_3343619 13666 1
U_3343664 13667 0
U_3343684 13668 2
U_3343688 13669 1
U_3343724 13670 0
U_3343733 13671 2
U_3343736 13672 0
U_3343791 13673 0
U_3343799 13674 0
U_3343955 13675 2
U_3344008 13676 0
U_3344392 13677 1
U_3344435 13678 2
U_3344610 13679 0
U_3344705 13680 1
U_3344741 13681 0
U_3344855 13682 1
U_3345011 13683 0
U_3345249 13684 0
U_3346213 13685 2
U_3346299 13686 0
U_3346734 13687 1
U_3346920 13688 0
U_3347069 13689 0
U_3347134 13690 0
U_3347250 13691 1
U_3347991 13692 1
U_3348702 13693 0
U_3350032 13694 0
U_3350168 13695 0
U_3350285 13696 2
U_3350301 13697 0
U_3350419 13698 2
U_3350420 13699 0
U_3350671 13700 0
U_3351487 13701 1
U_3351870 13702 1
U_3352148 13703 0
U_3352342 13704 0
U_3353073 13705 2
U_3353569 13706 0
U_3353803 13707 0
U_3354399 13708 0
U_3354651 13709 0
U_3355146 13710 1
U_3355292 13711 1
U_3355487 13712 0
U_3355771 13713 0
U_3356590 13714 2
U_3357886 13715 1
U_3358273 13716 1
U_3358726 13717 1
U_3359997 13718 2
U_3360069 13719 0
U_3360117 13720 0
U_3362296 13721 1
U_3363015 13722 1
U_3363091 13723 2
U_3363215 13724 0
U_3363464 13725 2
U_3363491 13726 0
U_3363995 13727 2
U_3364024 13728 0
U_3364652 13729 2
U_3364759 13730 1
U_3364850 13731 2
U_3364904 13732 1
U_3365089 13733 0
U_3365356 13734 0
U_3365374 13735 2
U_3365431 13736 1
U_3365447 13737 1
U_3365453 13738 2
U_3365659 13739 1
U_3365725 13740 1
U_3366014 13741 1
U_3366073 13742 2
U_3366184 13743 0
U_3366186 13744 0
U_3366265 13745 1
U_3366834 13746 0
U_3368094 13747 1
U_3368852 13748 0
U_3368870 13749 0
U_3369053 13750 0
U_3369731 13751 1
U_3369842 13752 2
U_3370479 13753 0
U_3370586 13754 1
U_3370778 13755 2
U_3371343 13756 0
U_3372293 13757 1
U_3372779 13758 0
U_3373464 13759 0
U_3373621 13760 0
U_3374496 13761 0
U_3375244 13762 2
U_3375427 13763 1
U_3375557 13764 2
U_3376110 13765 0
U_3376405 13766 0
U_3376720 13767 1
U_3377160 13768 0
U_3377161 13769 2
U_3377177 13770 1
U_3377234 13771 0
U_3377293 13772 1
U_3377524 13773 2
U_3377949 13774 1
U_3378054 13775 2
U_3378110 13776 0
U_3378734 13777 0
U_3378753 13778 0
U_3379793 13779 0
U_3380140 13780 1
U_3380167 13781 0
U_3380446 13782 2
U_3380851 13783 0
U_3380872 13784 0
U_3381083 13785 0
U_3381724 13786 0
U_3382127 13787 1
U_3382130 13788 0
U_3382182 13789 0
U_3382663 13790 1
U_3382771 13791 0
U_3382791 13792 1
U_3382814 13793 2
U_3383063 13794 1
U_3383140 13795 0
U_3383462 13796 2
U_3383748 13797 0
U_3383839 13798 2
U_3383861 13799 2
U_3384449 13800 2
U_3384451 13801 0
U_3384495 13802 0
U_3384496 13803 1
U_3384498 13804 2
U_3384503 13805 1
U_3384819 13806 0
U_3385285 13807 1
U_3385321 13808 0
U_3385458 13809 0
U_3386031 13810 2
U_3386095 13811 2
U_3386205 13812 0
U_3386350 13813 0
U_3386603 13814 2
U_3386629 13815 2
U_3386644 13816 1
U_3387737 13817 2
U_3388101 13818 1
U_3388248 13819 1
U_3388399 13820 1
U_3388610 13821 0
U_3389538 13822 1
U_3389725 13823 0
U_3390092 13824 1
U_3390381 13825 0
U_3390711 13826 0
U_3390986 13827 1
U_3391215 13828 0
U_3392160 13829 2
U_3392211 13830 0
U_3392287 13831 1
U_3392445 13832 0
U_3392601 13833 1
U_3392752 13834 0
U_3393360 13835 0
U_3393774 13836 0
U_3394128 13837 0
U_3394455 13838 1
U_3394456 13839 2
U_3394660 13840 0
U_3395870 13841 1
U_3396122 13842 2
U_3396127 13843 1
U_3396154 13844 0
U_3396158 13845 1
U_3396199 13846 2
U_3397055 13847 0
U_3397282 13848 1
U_3397459 13849 1
U_3399201 13850 0
U_3399449 13851 0
U_3399514 13852 2
U_3399744 13853 0
U_3399765 13854 0
U_3400652 13855 0
U_3401036 13856 2
U_3401131 13857 2
U_3401697 13858 1
U_3401725 13859 0
U_3401814 13860 2
U_3401826 13861 2
U_3402019 13862 1
U_3402082 13863 1
U_3402108 13864 0
U_3402252 13865 0
U_3402415 13866 0
U_3402481 13867 0
U_3402520 13868 0
U_3402729 13869 0
U_3403310 13870 2
U_3403748 13871 2
U_3403949 13872 0
U_3404844 13873 2
U_3404944 13874 1
U_3405574 13875 1
U_3405642 13876 1
U_3405940 13877 0
U_3405944 13878 0
U_3406089 13879 2
U_3406114 13880 2
U_3406984 13881 1
U_3407069 13882 1
U_3407080 13883 1
U_3407628 13884 0
U_3407701 13885 2
U_3407765 13886 0
U_3407799 13887 1
U_3407815 13888 0
U_3407958 13889 1
U_3407981 13890 1
U_3407990 13891 1
U_3408918 13892 2
U_3408993 13893 2
U_3409129 13894 2
U_3409350 13895 2
U_3409358 13896 0
U_3410110 13897 0
U_3410834 13898 1
U_3410961 13899 0
U_3411455 13900 0
U_3411686 13901 2
U_3411704 13902 1
U_3412252 13903 0
U_3412763 13904 0
U_3412937 13905 1
U_3413017 13906 2
U_3413053 13907 1
U_3413333 13908 1
U_3413680 13909 0
U_3413904 13910 0
U_3414161 13911 0
U_3415275 13912 0
U_3415300 13913 0
U_3415301 13914 0
U_3415637 13915 0
U_3416122 13916 0
U_3417116 13917 0
U_3417345 13918 1
U_3417591 13919 0
U_3418884 13920 0
U_3419032 13921 0
U_3419510 13922 2
U_3419753 13923 0
U_3420369 13924 0
U_3421421 13925 0
U_3421781 13926 1
U_3421849 13927 0
U_3421915 13928 0
U_3422954 13929 0
U_3423276 13930 0
U_3423281 13931 1
U_3423386 13932 0
U_3423474 13933 2
U_3423485 13934 2
U_3423760 13935 2
U_3423832 13936 0
U_3423875 13937 0
U_3423914 13938 0
U_3423923 13939 0
U_3423991 13940 1
U_3425844 13941 2
U_3426138 13942 0
U_3426244 13943 2
U_3426435 13944 0
U_3426635 13945 1
U_3426899 13946 1
U_3427423 13947 0
U_3427720 13948 0
U_3428175 13949 0
U_3428786 13950 0
U_3428798 13951 2
U_3429001 13952 2
U_3429147 13953 0
U_3429219 13954 0
U_3429316 13955 0
U_3429717 13956 1
U_3431518 13957 0
U_3431617 13958 0
U_3431805 13959 0
U_3431988 13960 0
U_3432246 13961 1
U_3432248 13962 0
U_3432874 13963 0
U_3432891 13964 2
U_3432918 13965 0
U_3433677 13966 0
U_3433695 13967 1
U_3433700 13968 1
U_3434477 13969 1
U_3434947 13970 0
U_3437116 13971 2
U_3437384 13972 2
U_3437483 13973 1
U_3437582 13974 2
U_3437629 13975 1
U_3438393 13976 0
U_3438859 13977 0
U_3438979 13978 2
U_3439043 13979 0
U_3439875 13980 1
U_3440101 13981 1
U_3440197 13982 0
U_3440537 13983 2
U_3441669 13984 0
U_3441870 13985 2
U_3442099 13986 0
U_3442108 13987 0
U_3442463 13988 0
U_3442736 13989 2
U_3442929 13990 2
U_3442957 13991 0
U_3442974 13992 2
U_3443099 13993 2
U_3443121 13994 2
